1489286805,816030897	27,4564	15,3496	112,348	367
1489286806,280547977	27,579	2,07575	112,348	367
1489286806,750868133	28,3044	10,7224	112,348	367
1489286807,240699656	27,2412	5,6895	112,348	367
1489286807,729088808	26,6786	8,21287	112,348	367
1489286808,216198854	27,4968	4,42917	112,348	367
1489286808,710293684	27,9604	5,18763	112,348	367
1489286809,212602372	27,5906	3,67267	112,348	367
1489286809,707755490	26,211	7,83635	112,348	367
1489286810,207661726	25,9348	5,36459	112,348	367
1489286810,717731322	24,93	1,93629	112,348	367
1489286811,213575594	23,0345	4,79791	112,348	367
1489286811,718034540	21,5649	4,82826	112,348	367
1489286812,253052519	20,1938	6,02208	112,348	367
1489286812,715186261	18,8161	4,32726	112,348	367
1489286813,223100317	18,5709	9,08065	112,348	367
1489286813,734476796	18,8084	4,31527	112,348	367
1489286814,254960390	19,1386	4,28657	112,348	367
1489286814,747395421	19,9781	9,10351	112,348	367
1489286815,252714229	21,9299	6,64823	112,348	367
1489286815,762632768	23,9414	9,10222	112,348	367
1489286816,268008530	25,6801	6,86439	112,348	367
1489286816,789145568	26,6621	9,0986	112,348	367
1489286817,291684455	24,6864	9,14019	112,348	367
1489286817,764634957	21,3679	4,17768	112,348	367
1489286818,256507668	15,7087	9,09863	112,348	367
1489286818,769472893	12,4854	7,42507	112,348	367
1489286819,259022524	9,79364	7,58413	112,348	367
1489286819,761811760	6,69423	9,10854	112,348	367
1489286820,250283735	4,18621	9,16389	112,348	367
1489286820,754212065	3,35116	9,14184	112,348	367
1489286821,254538524	3,102	9,16866	112,348	367
1489286821,743276692	1,98152	9,1707	112,348	367
1489286822,250839682	1,15892	9,10419	112,348	367
1489286822,770761622	0,751368	9,12396	112,348	367
1489286823,270571639	0,388542	9,09073	112,348	367
1489286823,787429522	0,329407	9,13493	112,348	367
1489286824,307629986	0,221233	9,19737	112,348	367
1489286824,781360099	0,0024243	9,09556	112,348	367
1489286825,275150419	0,00265471	9,12768	112,348	367
1489286825,785259522	0,00271142	9,08993	112,348	367
1489286826,245635365	0,00277954	9,09404	112,348	367
1489286826,722936330	0,0029676	9,15117	112,348	367
1489286827,245700023	0,00320606	9,12991	112,348	367
1489286827,725128959	0,00352212	9,20589	112,348	367
1489286828,232984950	0,00381009	9,09125	112,348	367
1489286828,739546961	0,0039606	9,14666	112,348	367
1489286829,231492878	0,00409699	9,1107	112,348	367
1489286829,719511133	0,00444194	9,15238	112,348	367
1489286830,209536609	0,00483798	9,10741	112,348	367
1489286830,695266941	0,0052316	9,16911	112,348	367
1489286831,180168562	0,00577778	9,12674	112,348	367
1489286831,657585963	0,00599476	9,14978	112,348	367
1489286832,124847276	0,00652744	9,17233	112,348	367
1489286832,602357949	0,00678819	9,03198	112,348	367
1489286833,019998775	0,00558579	9,02586	112,348	367
1489286833,437542405	0,00291861	9,0083	112,348	367
1489286834,776583384	26,3729	9,82335	112,348	367
1489286835,272235213	27,5287	5,21765	112,348	367
1489286835,771144285	26,5608	4,5135	112,348	367
1489286836,261708644	25,3525	6,48779	112,348	367
1489286836,750516339	24,8865	10,1753	112,348	367
1489286837,249702378	24,3444	2,71946	112,348	367
1489286837,736667691	23,8593	9,99893	112,348	367
1489286838,222654828	23,5351	6,59242	112,348	367
1489286838,717114526	23,5992	5,78501	112,348	367
1489286839,213516878	24,3361	8,87983	112,348	367
