1489267485,791046277	15,1871	17,2803	4,47782	192
1489267485,822005308	14,2404	11,8639	4,47782	192
1489267486,789824884	12,6	3,6313	4,47782	192
1489267487,791064184	12,1646	14,4426	4,47782	192
1489267488,789248961	10,7721	8,64542	4,47782	192
1489267489,789990946	10,265	6,70095	4,47782	192
1489267490,790101121	9,51539	10,0076	4,47782	192
1489267491,788706007	8,79733	5,9008	4,47782	192
1489267492,787952219	8,4875	8,18806	4,47782	192
1489267493,790180743	8,27828	3,90379	4,47782	192
1489267494,789333890	7,53826	4,55416	4,47782	192
1489267495,788782300	7,2855	3,75419	4,47782	192
1489267496,789063466	6,72451	7,8303	4,47782	192
1489267497,787726076	6,51926	8,37597	4,47782	192
1489267498,786183127	6,01054	7,18197	4,47782	192
1489267499,786878863	5,58714	2,88978	4,47782	192
1489267500,786301747	5,45488	5,68506	4,47782	192
1489267501,784014800	5,55857	4,31513	4,47782	192
1489267502,786745762	5,63367	4,2991	4,47782	192
1489267503,787388871	5,34571	8,70789	4,47782	192
1489267504,784367636	5,39814	1,73778	4,47782	192
1489267505,785593879	4,47495	5,44025	4,47782	192
1489267506,785553476	3,43109	3,81771	4,47782	192
1489267507,785065525	2,43831	4,30085	4,47782	192
1489267508,783908989	1,31996	3,8416	4,47782	192
1489267509,785129719	0,55709	4,36318	4,47782	192
1489267510,784642372	0,370517	4,30109	4,47782	192
1489267511,784923455	0,198234	4,36485	4,47782	192
1489267512,784045735	0,190667	3,70959	4,47782	192
1489267513,783470764	0,155386	3,52269	4,47782	192
1489267514,781921485	0,125349	3,7698	4,47782	192
1489267515,780272690	0,0894304	3,87097	4,47782	192
1489267516,780055297	0,113527	3,6628	4,47782	192
1489267517,782331260	0,122621	3,4572	4,47782	192
1489267518,781900841	0,12025	4,25343	4,47782	192
1489267519,779428030	0,0656302	3,564	4,47782	192
1489267520,783814740	0,0377501	4,28776	4,47782	192
1489267521,785124210	0,018213	4,37061	4,47782	192
1489267522,788088937	0,0161588	3,72905	4,47782	192
1489267523,788750082	0,0156426	3,93809	4,47782	192
1489267524,787191210	0,0162202	4,3118	4,47782	192
1489267525,784793508	0,0202227	3,45213	4,47782	192
1489267526,784454676	0,0223308	3,78944	4,47782	192
1489267527,781969691	0,0236398	3,79956	4,47782	192
1489267528,782346134	0,0233662	3,75216	4,47782	192
1489267529,780455501	0,0204568	3,91078	4,47782	192
1489267530,778852099	0,0197097	3,74076	4,47782	192
1489267531,777500676	0,0199826	3,75014	4,47782	192
1489267532,777282068	0,0206188	3,74738	4,47782	192
1489267533,776699637	0,0184899	3,72705	4,47782	192
1489267534,775169197	0,0210227	3,56613	4,47782	192
